rawi_index,name,grade,places,birth,death,date_birth,date_death
16381,إبراهيم بن الوليد بن سلمة,,['الري'],-65.0,0.0,,
16382,إبراهيم بن أيوب,,[],140.5,205.5,,201 هـ : 210 هـ
16383,إبراهيم بن بشير,,[],-65.0,0.0,,
16384,إبراهيم بن بكر,,['بغداد'],140.5,205.5,,201 هـ : 210 هـ
16385,إبراهيم بن جريج,,[],-65.0,0.0,,
16386,إبراهيم بن حبيب,,[],-65.0,0.0,,
16387,إبراهيم بن حرب,,[],-65.0,0.0,,
16388,إبراهيم بن حماد,,['مصر'],-65.0,0.0,,
16389,إبراهيم بن محمد بن منصور بن عمر,,['كرخ جدان'],450.0,539.0,في حدود 450 هـ,539 هـ
16390,إبراهيم بن محمد بن يزيد بن خالد بن عبد الله,,['نيسابور'],-65.0,0.0,,
16391,إبراهيم بن محمد بن يونس بن مروان بن عبد الملك,,['مصر'],200.0,265.0,,265 هـ
16392,إبراهيم بن محمود بن حمزة,,"['نيسابور', 'مصر']",233.5,298.5,,298 هـ ، وقيل : 299 هـ
16393,إبراهيم بن مرثد,,[],-65.0,0.0,,
16394,إبراهيم بن مكتوم,,[],180.5,245.5,,241 هـ : 250 هـ
16395,إبراهيم بن هراسة,,[],-65.0,0.0,,
16396,إبراهيم بن يحنس,,[],-65.0,0.0,,
16397,إبراهيم بن يزيد بن مرة بن شرحبيل بن حمية بن زكة بن عمرو بن شرحبيل بن هرم بن آزاذ بن شرحبيل بن حمرة بن ذي بكلان بن ثات بن زيد بن رعين,,['مصر'],-65.0,0.0,,
16398,إبراهيم بن شعيث ، قال ابن حبان : ابن شعيب,,[],85.0,150.0,,150 هـ
16399,صعصعة بن أبى الخريف,,[],-65.0,0.0,,
16400,يوسف بن أبى المتئد,,[],-65.0,0.0,,
16403,عبد الرحمن بن أبى قتادة : الحارث بن ربعى,,[],-65.0,0.0,,
16404,مصعب بن الأسقع,,[],-65.0,0.0,,
16406,سعيد بن سماك بن حرب,,[],-65.0,0.0,,
16407,ابن العذراء,,[],-65.0,0.0,,
16408,محمد بن المنذر بن الزبير بن العوام,,[],-65.0,0.0,,
16409,الحسن بن سالم بن أبي الجعد,,[],-65.0,0.0,,
16410,جابر بن سعر,,[],-65.0,0.0,,
16412,واصل بن عبد الله بن بدر بن واصل بن عبد الله بن سعد بن الأطول,,[],-65.0,0.0,,
16413,عبد الرحمن بن إبراهيم بن أحمد بن عبد الرحمن بن إسماعيل بن منصور,,"['حران', 'نابلس', 'الساويا من الأرض المقدسة', 'دمشق', 'الموصل', 'بغداد', 'بعلبك']",555.5,624.0,555 هـ ، أو : 556 هـ,624 هـ
16414,عمر بن ميناء,,[],-65.0,0.0,,
16415,أحمد بن عبد الرحمن بن أبي بكر : محمد بن أبي علي : أحمد بن عبد الرحمن,,[],390.0,484.0,390 هـ  ونيف,484 هـ
16417,عبد الرحمن بن أبي شريح : أحمد بن محمد بن أحمد بن يحيى بن مخلد بن عبد الرحمن بن المغيرة بن ثابت,,"['هراة', 'بغداد']",300.0,392.0,بعد 300 هـ,392 هـ
16418,محمد بن يحيى بن يسار,,[],-65.0,0.0,,
16419,إبراهيم بن عبد الله بن إسحاق بن جعفر بن إسحاق,,"['نيسابور', 'أصبهان', 'الشام', 'خراسان', 'بغداد']",308.0,373.0,,373 هـ
16420,إبراهيم بن عبد الله بن محمد بن أبي العزائم,,[],295.0,360.0,,360 هـ
16421,إبراهيم بن عمر بن أحمد بن إبراهيم بن إسماعيل بن مهران,,[],361.0,445.0,361 هـ,445 هـ
16422,محمد بن عمر بن جميل,,[],-65.0,0.0,,
16423,داود بن محمد بن محمود بن ماشاذه,,[],538.0,603.0,,603 هـ
16424,نصر بن المظفر بن الحسين بن أحمد بن محمد بن يحيى بن أحمد بن محمد بن يحيى بن خالد بن برمك بن أذروندار ، ويقال : أذربندار,,"['بغداد', 'همذان', 'أصبهان', 'خراسان', 'بخارى', 'سمرقند', 'كاشغر', 'السند', 'دمشق']",450.0,549.5,بعد 450 هـ,"549 هـ , قيل : 550 هـ"
16425,يحيى بن المشرف بن علي بن الخضر,,[],460.5,525.5,,521 هـ : 530 هـ
16426,أبو سليمان,,[],-65.0,0.0,,
16427,عبد الرحمن بن العلاء,,[],-65.0,0.0,,
16428,عبد الحق بن عبد الخالق بن أحمد بن عبد القادر بن محمد بن يوسف,,[],494.0,575.0,494 هـ,575 هـ
16429,أحمد بن عبد الغني بن محمد بن حنيفة,,"['بغداد', 'همذان']",498.0,563.0,,563 هـ
16430,هبة الله بن أحمد بن عمر,,[],435.0,531.0,435 هـ,531 هـ
16431,عبد الأول بن أبي عبد الله : عيسى بن شعيب بن إبراهيم بن إسحاق,,"['نزل بغداد', 'هراة', 'سجستان', 'مالين هراة', 'بوشنج', 'خراسان', 'أصبهان', 'كرمان', 'همذان', 'بغداد', 'الكوفة', 'البصرة', 'العراق', 'خوزستان', 'غزنة', 'يزد', 'الكرج', 'فارس']",458.0,526.0,458 هـ,512 هـ ، قيل : 513 هـ ، وقيل : 553 هـ
16432,محمد بن عمر بن يوسف بن محمد,,"['دير العاقول', 'بغداد', 'الكوفة', 'البصرة', 'العراق']",459.0,547.0,459 هـ,547 هـ
16433,محمد بن عبد الباقي بن أحمد بن سلمان ، ابن البطي,,"['بغداد', 'الكوفة', 'البصرة', 'العراق']",477.0,564.0,477 هـ,564 هـ
16434,محمد بن محمد بن مواهب بن محمد ، ابن الخراساني,,[],494.0,576.0,494 هـ,576 هـ
16435,محمد بن علي بن ميمون بن محمد,,"['بغداد', 'الكوفة', 'الحلة السيفية', 'الشام', 'بيت المقدس']",424.0,510.0,424 هـ,510 هـ
16436,عبد الواحد بن علوان بن عقيل بن قيس,,['النصرية'],403.0,491.0,403 هـ,491 هـ
16437,معالي بن هبة الله بن الحسن بن الحبوبي,,[],463.0,528.0,,528 هـ
16438,علي بن عمر بن محمد بن الحسن بن شاذان بن إبراهيم,,[],296.0,386.0,296 هـ,386 هـ
16439,علي بن محمد بن أحمد بن كيسان,,['دكان الأبناء'],282.0,373.0,282 هـ,373 هـ
16440,علي بن محمد بن أحمد بن نصير بن عرفة بن لؤلؤ,,[],281.0,377.0,281 هـ,377 هـ
16441,محمد بن أيوب بن حبيب,,['نزيل مصر'],276.0,341.0,,341 هـ
16442,محمد بن عبد الله بن إبراهيم بن عبدة بن قطن بن إبراهيم,,"['نيسابور', 'همذان']",299.0,364.0,,364 هـ
16443,محمد بن عثمان بن محمد بن عثمان بن شهاب,,[],311.0,391.0,311 هـ,391 هـ
16444,محمد بن علي بن سهل بن مصلح,,"['بغداد', 'اسط', 'البصرة', 'مكة', 'دمشق', 'مصر']",319.0,384.0,,384 هـ
16445,محمد بن ظفر بن محمد بن أحمد,,[],338.0,403.0,,403 هـ
16446,عبد الوهاب بن المبارك بن أحمد بن الحسن بن بندار,,['بغداد'],462.0,538.0,462 هـ,538 هـ
16447,المعمر بن محمد بن علي بن إسماعيل,,"['الكوفة', 'بغداد']",411.5,499.0,410 هـ ، أو 413 هـ,499 هـ
16448,هارون بن الجهم بن ثوير,,[],-65.0,0.0,,
16449,شملة بن هزال,,[],-65.0,0.0,,
16450,العلاء بن محمد بن محمد بن يعقوب بن سليمان بن داود,,[],-65.0,0.0,,
16451,علي بن إبراهيم بن معاوية,,[],268.0,333.0,,333 هــ
16452,زيد بن عبد العزيز بن حيان,,[],248.0,313.0,,316 هــ ، أو 310 هــ تقريبا
16453,محمد بن أحمد بن حمزة,,[],307.0,372.0,,372 هــ
16454,موسى بن إسماعيل بن موسى بن جعفر بن محمد,,[],-65.0,0.0,,
16456,علي بن عبد الله بن علي,,['قصبة خسروجرد'],-65.0,0.0,,
16457,مرشد بن يحيى بن القاسم,,[],452.0,517.0,,517 هـ
16458,عبد الرحمن بن أحمد بن عبد القادر بن محمد بن يوسف بن محمد بن يوسف,,[],435.0,511.0,435 هـ,511 هـ
16459,أحمد بن محمد بن علي بن محمود بن ماخرة,,[],449.0,536.0,449 هـ,536 هـ
16460,عبد الرزاق بن عبد السميع بن محمد بن شجاع,,[],535.0,600.0,,600 هـ
16461,محمد بن أحمد بن محمد بن يزيد,,[],300.0,365.0,,365 هــ
16462,مشرس,,[],-65.0,0.0,,
16463,القاسم بن يحيى بن نصر بن منصور بن عبد الله,,[],-65.0,0.0,,
16464,صالح بن مسلم,,[],90.5,155.5,,151 هــ : 160 هــ
16466,عبد العزيز بن زياد,,[],-65.0,0.0,,
16467,عبيد الله بن محمد بن هارون,,['نزيل بيت المقدس'],-65.0,0.0,,
16468,الهجنع بن قيس,,[],-65.0,0.0,,
16469,جعفر بن محمد بن الأزهر,,[],234.0,299.0,,299 هـ
16470,زهير بن نافع بن سلامة بن عائذ بن دهقان,,[],-65.0,0.0,,
16471,أبو الضحاك,,[],-65.0,0.0,,
16472,محمد بن إسحاق بن أيوب,,[],289.0,354.0,,354 هــ
16473,أحمد بن أبي منصور : أحمد بن محمد بن ينال,,"['أصبهان', 'بغداد']",520.0,585.0,,585 هـ
16474,أحمد بن الحسن بن أبي البقاء بن الحسن,,[],526.0,608.0,526 هـ,608 هـ
16475,أحمد بن الحسن بن إسحاق بن عتبة,,['مصر'],268.0,357.0,268 هـ,357 هـ
16476,أحمد بن جعفر بن محمد بن المثنى بن محمد بن عبد الله بن بشر,,['بغداد'],-65.0,0.0,,
16477,أحمد بن محمد بن الحاج بن يحيى,,"['نزيل مصر', 'الشام', 'دمشق']",350.0,415.0,,415 هـ
16478,عبد الله بن يعقوب بن إسحاق,,['نيسابور'],250.0,340.0,قيل : 250 هـ,340 هـ تقريبا
16479,محمد بن القاسم بن خلاد بن ياسر بن سليمان,,"['البصرة', 'بغداد', 'الأهواز']",191.0,282.5,191 هــ,282 هــ ، أو : 283 هــ
16480,أبو الغازي,,[],-65.0,0.0,,
16481,إسماعيل بن الفضل بن أحمد بن محمد بن علي بن الأخشيذ,,[],436.0,524.0,436 هـ,524 هـ
16482,عبد الله بن أحمد بن أبي الفتح بن محمد بن أحمد,,['أصبهان'],490.0,579.0,490 هـ,579 هـ
16483,منصور بن الحسين بن علي بن القاسم بن محمد بن رواد,,[],385.0,450.0,,450 هـ
16484,سهل بن بشر بن أحمد بن سعيد,,"['نزيل دمشق', 'بسطام', 'مصر', 'جرجان', 'بغداد', 'الرملة', 'صور', 'تنيس']",409.0,491.0,409 هـ,491 هـ
16485,عبد الرحمن بن أبي الكرم : محمد بن أبي ياسر : بن هبة الله بن محمد بن عيسى,,[],532.0,597.0,,597 هـ
16486,أحمد بن الحسن بن أحمد بن خيرون,,[],404.0,488.0,404 هــ,488 هـ
16487,الفضل بن عبد الله بن مخلد,,"['خراسان', 'مصر', 'الشام']",228.0,293.0,,293 هـ
16488,جعفر بن أحمد بن محمد بن الصباح,,['بغداد'],244.0,309.0,,309 هـ
16489,صالح بن محمد بن عبد الله بن عبد الرحمن,,['بغداد'],218.0,283.0,,283 هـ
16490,عبد الرحمن بن أحمد بن الحسن بن بندار,,"['مكة', 'أوشير', 'نيسابور', 'طوس', 'نسا', 'جرجان', 'أصبهان', 'أبرقوه', 'بغداد', 'سارية', 'تستر', 'البصرة', 'الكوفة', 'حران', 'الرها', 'أرجان', 'كازرون', 'فسا', 'حمص', 'دمشق', 'الرملة', 'مصر', 'الإسكندرية', 'كرمان', 'سامراء']",371.0,454.0,371 هـ,454 هـ
16491,عبدوس بن الحسين بن منصور,,[],269.0,334.0,,334 هـ
16492,عباس بن أبى شملة,,['المدينة'],-65.0,0.0,,
16493,أبو العالية,,[],-65.0,0.0,,
16494,أحمد بن سعيد بن أحمد بن نفيس,,['مصر'],388.0,453.0,,453 هـ
16495,العباس بن محمد بن كوهيار,,"['نيسابور', 'مقبرة باب معمر']",267.0,332.0,,332 هـ
16497,إبراهيم بن خلاد بن سويد ، وقال الدمياطي : إبراهيم بن خلاد بن السائب بن خلاد بن سويد,,[],-65.0,0.0,,
16499,إبراهيم بن زياد,,[],-65.0,0.0,,
16500,إبراهيم بن زياد,,[],-65.0,0.0,,
16503,إبراهيم بن عامر بن إبراهيم بن واقد,,[],195.0,260.0,,260 هـ
16504,إبراهيم بن عبد العزيز بن الضحاك بن عمر بن قيس بن الزبير,,[],-65.0,0.0,,
16505,إبراهيم بن سلم بن رشيد,,[],-65.0,0.0,,
16506,إبراهيم بن عبد الله بن حسن,,[],-65.0,0.0,,
16507,إبراهيم بن عبد الله بن خالد,,['بغداد'],180.5,245.5,,241 هـ : 250 هـ
16508,إبراهيم بن عبد الله بن سعد بن حتمة بن أبي خيثمة,,[],-65.0,0.0,,
16509,إبراهيم بن عمر بن أبان بن عثمان بن عفان,,[],-65.0,0.0,,
16510,إبراهيم بن فهد بن حكيم بن إبراهيم بن قدامة بن ماهان ، ونسبه بعضهم إلى جده,,['أصبهان'],213.5,278.5,,282 هــ ، وقيل : 275 هــ
16511,إبراهيم بن قدامة,,[],-65.0,0.0,,
16512,إبراهيم بن مالك بن بهبوذ,,[],199.0,264.0,,264 هـ
16513,إبراهيم بن محمد بن عرق,,[],-65.0,0.0,,
16514,إبراهيم بن محمد بن ثابت بن شرحبيل,,[],120.5,185.5,,181 هـ : 190 هـ
16515,إبراهيم بن محمد بن سلمة بن أبي فاطمة,,[],219.0,284.0,,284 هـ
16516,إبراهيم بن محمد بن عيسى,,[],-65.0,0.0,,
16518,إبراهيم بن محمد بن سعيد,,[],-65.0,0.0,,
16519,إبراهيم بن محمد بن عبيدة,,['أنطرسوس'],-65.0,0.0,,
16520,محمد بن أحمد بن سيويه,,"['الشام', 'بغداد', 'الكوفة', 'البصرة', 'العراق']",301.0,366.0,,366 هــ
16521,علي بن الحسن بن أحمد بن أبي العنبر,,[],230.5,295.5,,291 هــ : 300 هــ
16522,أحمد بن جعفر بن أبي توبة,,[],300.0,365.0,,365 هـ
16523,أحمد بن عبد الواحد بن أبي بكر : محمد بن أحمد بن عثمان بن الحكم ابن أبي الحديد,,['مكة'],386.0,469.0,386 هــ,469 هـ
16524,أحمد بن محمد بن إسماعيل بن علي,,['نيسابور'],410.0,490.0,410 هـ,490 هـ
16525,المؤيد بن محمد بن علي بن حسن بن محمد بن أبي صالح,,"['خراسان', 'بغداد']",524.5,617.0,524 هـ ، أو :  525 هـ,617 هـ
16526,عبد الرحمن بن أحمد بن محمد ابن العمري,,[],515.0,598.0,515 هـ,598 هـ
16527,علي بن أحمد بن منصور بن محمد بن قبيس,,['المنارة'],442.0,530.0,442 هـ,530 هـ
16528,علي بن الحسين بن إسحاق,,[],276.0,341.0,,341 هـ
16529,علي بن الحسين بن بندار بن عبد الله بن خير,,"['مصر', 'دمشق', 'حلب', 'حران', 'أنطاكية']",320.0,385.0,,385 هـ
16531,أحمد بن الحسن بن محمد بن الحسن بن الأزهر,,[],374.0,463.0,374 هـ,463 هـ
16533,أحمد بن محمد,,"['الكرخ', 'البصرة']",-65.0,0.0,,
16534,محمد بن سعيد بن عمرو,,[],241.0,306.0,,306 هـ
16535,هارون بن أبي الهيذام : محمد بن هارون,,['الرملة'],220.5,285.5,,281 هــ : 290 هــ
16536,عبد العزيز بن الحسن بن علي بن أبي صابر,,[],313.0,378.0,,378 هـ
16537,الحسن بن إبراهيم,,['نزل نيسابور'],278.0,343.0,,343 هــ
16538,عيسى بن إسحاق بن إبراهيم بن غزوان,,['بغداد'],193.0,258.0,,258 هـ
16539,محمد بن علي بن محمد,,['نزيل نيسابور'],344.0,409.0,,409 هــ
16540,الفتح بن نوح بن سنان,,[],196.0,261.0,,261 هــ
16541,عبد الأول بن موسى بن إسماعيل,,[],185.0,250.0,,250 هـ
16542,سهل بن شاذويه,,[],234.0,299.0,,299 هـ
16543,إسماعيل بن خليفة,,['أصبهان'],103.0,168.0,,168 هـ
16544,أبو هشام,,[],-65.0,0.0,,
16545,خالد بن محمد,,[],-65.0,0.0,,
16546,زكريا بن يحيى بن أسد,,['بغداد'],205.0,270.0,,270 هـ
16547,نجيح,,[],-65.0,0.0,,
16548,محمد بن عبد الله بن مخلد,,"['نزيل مصر', 'مصر']",207.0,272.0,,272 هـ
16549,عبد الغافر بن محمد بن عبد الغافر بن أحمد بن محمد بن سعيد,,['نيسابور'],350.0,448.0,350 هـ ونيف,448 هـ
16550,عبد الله بن إبراهيم بن جعفر بن بيان,,[],278.0,371.0,278 هـ,371 هـ
16551,محمد بن نافع بن إسحاق,,['دمشق'],-65.0,0.0,,
16552,محمد بن أحمد بن محمد بن أحمد بن عبد الرحمن بن يحيى بن جميع,,"['مكة', 'البصرة', 'الكوفة', 'بغداد', 'مصر', 'دمشق', 'المدينة', 'اسط', 'كفربيا', 'بلد', 'الرملة', 'صيدا', 'صور', 'منبج', 'حلب', 'سيراف', 'رامهرمز', 'المصيصة', 'عين زربة', 'أطرابلس', 'الموصل', 'أنطاكية', 'يافا', 'تنيس', 'شيراز', 'طرسوس', 'الرقة', 'القلزم', 'الأثارب', 'بيروت', 'ياس', 'الأهواز', 'عرقة', 'دمياط', 'قرقيسيا', 'جبلة', 'الأبلة', 'دير العاقول', 'نهر الملك']",305.5,402.5,305 هـ ، وقيل : 306 هـ,402 هـ ، وقال الكتاني : 403 هـ ، ووهمه  الذهبي وصوب الأول
16553,محمد بن علي بن محمد بن عبيد الله بن عبد الصمد بن محمد بن المهتدي بالله محمد بن الواثق هارون بن المعتصم بن الرشيد,,"['مدينة المنصور', 'بغداد', 'الكوفة', 'البصرة', 'العراق']",370.0,465.0,370 هـ,465 هـ
16554,مسجع بن مصعب,,[],-65.0,0.0,,
16555,بزيع,,[],-65.0,0.0,,
16556,عبد الدائم بن الحسن بن عبيد الله,,[],395.0,460.0,,460 هـ
16557,محمد بن يعقوب بن أحمد,,"['بغداد', 'الكوفة', 'البصرة', 'العراق']",377.5,442.5,,من بعد 425 هـ : 460 ونيف هـ
16558,محمد بن إبراهيم بن شعيب,,[],245.0,310.0,,310 هــ ونيف
16559,عبد الغفور بن عبد العزيز بن سعيد,,[],-65.0,0.0,,
16560,عقبة بن عمار,,[],-65.0,0.0,,
16561,عبد الغفار بن محمد بن جعفر بن زيد,,['درب سليم من الجانب الشرقي ناحية الرصافة'],345.0,428.0,345 هـ,428 هـ
16562,محمد بن معمر بن ناصح,,['أصبهان'],290.0,355.0,,355 هـ
16563,عباد بن عبد الصمد,,"['قصطيلة', 'مصر', 'المغرب']",100.5,165.5,,161 هـ : 170 هـ
16564,الحسين بن الحسن,,['الري'],211.0,276.0,,276 هـ
16565,دينار بن عبد الله,,"['بغداد', 'الأهواز']",164.0,229.0,,229 هـ
16567,الضحاك بن غانم,,[],-65.0,0.0,,
16568,مجاهد بن راشد ، وهو الذي يقال له : مجاهد بن أبي المجالد,,[],-65.0,0.0,,
16571,يوسف بن المهاجر,,[],80.5,145.5,,141 هـ : 150 هـ
16572,مسلم بن عطاء,,[],-65.0,0.0,,
16574,سليط بن سعد,,[],-65.0,0.0,,
16575,سوار بن شبيب,,[],-65.0,0.0,,
16576,مسكين بن عبد الله,,[],-65.0,0.0,,
16577,منصور بن صبيح,,[],-65.0,0.0,,
16578,عبد الله بن عبد الملك بن أبي عبيدة بن عبد الله بن مسعود,,[],130.5,195.5,,191 هـ : 200 هـ
16579,محمد بن يعقوب بن إسحاق,,[],-65.0,0.0,,
16580,عمرو بن عبد الله بن درهم,,[],269.0,334.0,,334 هـ
16581,أحمد بن الحسن بن أحمد بن الحسن بن خداداد,,[],416.0,489.0,416 هـ,489 هـ
16582,محمد بن عبد الرحمن بن العباس بن عبد الرحمن بن زكريا,,"['بغداد', 'الكوفة', 'البصرة', 'العراق']",305.0,393.0,305 هـ,393 هـ
16583,سهل بن عبد الله بن الفرخان,,['الشام'],211.0,276.0,,276 هـ
16584,عدي بن حنظلة,,[],80.5,145.5,,141 هـ : 150 هـ
16585,أحمد بن عثمان بن عبد الرحمن,,['جرجان'],-65.0,0.0,,
16586,الربيع بن إسماعيل,,[],-65.0,0.0,,
16587,الحسين بن أبي نصر بن حسن بن هبة الله بن أبي حنيفة,,[],515.0,605.0,515  هـ,605 هـ
16588,إسماعيل بن أبي تراب : علي بن علي ابن وكاس,,[],535.0,600.0,,600 هـ
16589,محمد بن يحيى,,[],-65.0,0.0,,
16590,الضحاك بن يزيد,,[],282.0,347.0,,347 هـ
16592,محمد بن الحسن بن كوثر,,[],266.0,362.0,266 هـ,362 هـ
16593,محمد بن أحمد بن خنب بن أحمد بن راجيان بن جاميهان بن ماجك بن ماتي,,"['نزيل بخارى', 'بغداد', 'بخارى']",266.0,350.0,266 هـ,350 هـ
16594,محمد بن أحمد بن دلويه,,[],264.0,329.0,,329 هـ
16595,محمد بن أحمد بن محمويه,,[],280.5,345.5,,341 هـ : 350 هـ
16596,عبد الرحيم بن أبي سعد : عبد الكريم بن محمد بن منصور بن محمد بن عبد الجبار ابن السمعاني,,"['مرو', 'نيسابور', 'هراة', 'بخارى', 'سمرقند', 'خراسان', 'بغداد']",537.0,616.25,537 هـ,614 هـ : 616 هـ ، أو 617 هـ ، أو 618 هـ
16597,نصر بن القاسم بن نصر,,[],249.0,314.0,,314 هـ
16598,نصر بن أوس,,[],80.5,145.5,,141 هـ : 150 هـ
16599,سليمان بن مسلم,,['نزيل البصرة'],120.5,185.5,,181 هـ : 190 هـ
16600,أحمد بن سعيد بن فرضخ,,[],-65.0,0.0,,
16601,محمد بن إسماعيل بن محمد بن الحسين بن القاسم,,[],448.0,539.0,448 هـ,539 هـ
16602,أحمد بن يحيى بن الحجاج,,[],-65.0,0.0,,
16603,عبد الغفار بن محمد بن الحسين بن علي بن شيرويه بن علي,,"['كونابذ (جنابذ)', 'أصبهان']",414.0,510.0,414 هـ,510 هـ
16604,القاسم بن أبي سعد : عبد الله بن عمر بن أحمد,,"['نيسابور', 'خراسان']",533.0,617.5,533 هـ,617 هـ أو 618 هـ
16605,إسماعيل بن بكر بن إسماعيل,,[],-65.0,0.0,,
16606,عمر بن علي بن عمر,,[],514.0,597.0,514 هـ,597 هـ
16607,عبد الله بن محمد,,[],221.0,286.0,,284 هـ ، أو 288 هـ
16608,عبد السلام بن أبي الخطاب : أحمد بن محمد بن عمر,,[],515.0,598.0,515 هـ,598 هـ
16609,عبد الواحد بن محمد بن عبد الله بن محمد بن مهدي بن خشنام بن النعمان بن مخلد,,['درب الزعفراني'],318.0,410.0,318 هـ,410 هـ
16610,محمد بن حميد بن هشام,,[],201.0,266.0,,266 هـ
16611,يونس بن يحيى بن أبي البركات بن أحمد,,"['مكة', 'الشام', 'مصر']",538.0,608.0,538 هـ,608 هـ
16612,عبد الله بن محمد بن عيسى بن مزيد,,[],-65.0,0.0,,
16613,الحسن بن الحسين بن منصور,,[],265.0,330.0,,330 هـ
16614,الحسن بن أحمد بن محمد بن الحسن بن علي بن مخلد بن شيبان,,[],324.0,389.0,,389 هـ
16615,عبد الرحمن بن علي بن المسلم بن الحسين,,['الأمينية'],499.0,587.0,499 هـ,587 هـ
16616,عبد الله بن المبارك بن أحمد بن الحسين ابن سكينة,,['همذان'],545.0,610.0,,610 هـ
16617,سختويه بن ماريا,,[],-65.0,0.0,,
16618,حاجب بن أحمد بن يرحم بن سفيان,,['نيسابور'],271.0,336.0,,336 هـ
16619,محمد بن الحسن بن أحمد بن الحسن بن خذاداذا,,[],435.0,500.0,,500 هـ
16620,عبد الله بن محمد بن الحسن ابن الشرقي,,['نيسابور'],263.0,328.0,,328 هـ
16621,عمر بن إبراهيم بن أحمد بن كثير بن مهران,,['بغداد'],300.0,390.0,300 هـ,390 هـ
16622,أبو صالح,,[],-65.0,0.0,,
16623,أحمد بن جمان بن سليل,,[],-65.0,0.0,,
16624,داود بن نوح,,['بغداد'],163.0,228.0,,228 هـ
16625,أحمد بن إبراهيم بن مالك بن سعيد,,['نزيل خانقاه'],-65.0,0.0,,
16626,محمد بن علي بن الفتح بن محمد بن علي,,[],366.0,451.0,366 هـ,451 هـ
16627,محمد بن عبد الله بن حمدون,,[],325.0,390.0,,390 هـ
16628,محمد بن الحسين بن موسى بن محمويه,,[],315.0,380.0,,380 هـ
16629,الهيثم بن كليب بن سريج بن معقل,,['سمرقند'],270.0,335.0,,335 هـ
16631,محمد بن عبد الكريم بن خشيش,,[],437.0,502.0,,502 هـ
16632,أحمد بن إبراهيم بن موسى بن أحمد بن منصور,,"['نيسابور', 'هراة']",389.0,454.0,,454 هـ
16633,حبيب بن إبراهيم بن عبد الله,,[],510.5,575.5,,571 هـ : 580 هـ
16634,عمر بن أحمد بن منصور بن أبي بكر : محمد بن القاسم بن حبيب,,[],477.0,553.0,477 هـ,553 هـ
16635,النضر بن سعيد بن النضر بن شبرمة,,[],170.5,235.5,,231 هـ : 240 هـ
16636,القاسم بن يزيد بن عوانة,,['نزيل دمشق'],162.0,227.0,,227 هـ
16637,يزيد بن حريث,,[],-65.0,0.0,,
16638,بكر بن صدقة,,[],-65.0,0.0,,
16639,محمد بن سعيد بن أحمد,,[],-65.0,0.0,,
16640,الحسن بن عبد الصمد,,[],-65.0,0.0,,
16641,محمد بن أبي الحسين : محمد بن أبي القاسم : عبد الرحمن بن محمد بن الحسن بن طلحة بن علي بن رجب,,[],336.0,401.0,,401 هـ
16642,عمار بن نصير,,[],-65.0,0.0,,
16643,أبو عمرو,,[],-65.0,0.0,,
16644,أبان بن سليمان,,[],-65.0,0.0,,
16645,حكيم بن خذام,,[],120.5,185.5,,181 هــ : 190 هــ
16646,راشد بن سعد,,[],80.5,145.5,,141 هــ : 150 هـ
16647,محمد بن إسحاق,,"['بغداد', 'الكوفة', 'البصرة', 'العراق']",-65.0,0.0,,
16648,محمد بن يوسف,صدوق,[],175.0,240.0,,في حدود 240 هـ
16651,أيوب بن دينار,,['الكوفة'],-65.0,0.0,,
16652,يحيى بن يزيد بن ضماد بن إسماعيل بن عبد الله بن يزيد بن شريك,,[],181.0,246.0,,246 هـ
16653,أبو عون بن أبي حازم,,[],-65.0,0.0,,
16654,أحمد بن سلم بن خالد بن جابر بن سمرة,,['جور'],-65.0,0.0,,
16655,محمد بن زكريا بن يحيى,,[],-65.0,0.0,,
16656,عيسى بن خالد بن نافع,,[],-65.0,0.0,,
16658,عبيد بن زياد ، وقال أبو سعد علي بن موسى السكوني اسمه : عبيد بن يحيى,,[],-65.0,0.0,,
16659,أبو وعلة,,[],-65.0,0.0,,
16660,زهدم بن الحارث,,['البصرة'],-65.0,0.0,,
16661,أبو زياد التيمى,,[],-65.0,0.0,,
16662,أبو سعد,,[],-65.0,0.0,,
16664,أبو سفيان الأنماري,,[],-65.0,0.0,,
16665,سلمة الصائغ,,[],-65.0,0.0,,
16666,أبو سلمة الكلاعي,,[],-65.0,0.0,,
16668,أبو سليمان الهذلي,,[],-65.0,0.0,,
16669,زياد بن فائد بن زياد بن أبي هند,,[],-65.0,0.0,,
16670,هلال بن أبي سنان,,[],-65.0,0.0,,
16673,أحمد بن الحسن بن ماجه,,[],284.0,349.0,,349 هـ
16674,أحمد بن الحسين,,['الموصل'],-65.0,0.0,,
16675,محبر بن قحذم,,[],-65.0,0.0,,
16676,قطن,,[],-65.0,0.0,,
16677,ليث الواسطي,,[],-65.0,0.0,,
16678,أبو المنيب,,[],-65.0,0.0,,
16680,أبو أمية,,[],-65.0,0.0,,
16681,أبو بكر بن بشير,,[],-65.0,0.0,,
16682,أبو تميمة,,[],-65.0,0.0,,
16683,أبي بن عبد الله,,['الكوفة'],-65.0,0.0,,
16684,سنان بن حبيب,,[],70.0,135.0,,130 هــ : 140 هـ
16685,أبو حاضر ، عن الوضين بن عطاء,,[],-65.0,0.0,,
16686,أبو حجير ، عن الضحاك,,[],-65.0,0.0,,
16687,أسلم,,[],-65.0,0.0,,
16688,أبو الحكيم البارقي,,[],-65.0,0.0,,
16689,أبو حكيمة,,[],-65.0,0.0,,
